"","Site","Archipelago","Island","Island_Site","Depth","Quadrat","Category","Cover"
"508","GAMMAN1","Gambier","Mangareva",1,60,18,"Scleractinian_massive",64
"510","GAMMAN1","Gambier","Mangareva",1,60,19,"CCA",1.33
"513","GAMMAN1","Gambier","Mangareva",1,60,19,"Scleractinian_branching",8
"514","GAMMAN1","Gambier","Mangareva",1,60,19,"Scleractinian_encrusting",1.33
"515","GAMMAN1","Gambier","Mangareva",1,60,19,"Scleractinian_massive",26.67
"517","GAMMAN1","Gambier","Mangareva",1,60,20,"CCA",2.67
"519","GAMMAN1","Gambier","Mangareva",1,60,20,"Others",1.33
"521","GAMMAN1","Gambier","Mangareva",1,60,20,"Scleractinian_encrusting",5.33
"522","GAMMAN1","Gambier","Mangareva",1,60,20,"Scleractinian_massive",22.67
"524","GAMMAN1","Gambier","Mangareva",1,60,20,"Sponges",2.67
"525","GAMMAN1","Gambier","Mangareva",1,60,21,"CCA",1.33
"528","GAMMAN1","Gambier","Mangareva",1,60,21,"Scleractinian_branching",9.33
"529","GAMMAN1","Gambier","Mangareva",1,60,21,"Scleractinian_encrusting",1.33
"530","GAMMAN1","Gambier","Mangareva",1,60,21,"Scleractinian_laminar",2.66
"531","GAMMAN1","Gambier","Mangareva",1,60,21,"Scleractinian_massive",20
"533","GAMMAN1","Gambier","Mangareva",1,60,22,"CCA",1.33
"536","GAMMAN1","Gambier","Mangareva",1,60,22,"Scleractinian_branching",5.33
"537","GAMMAN1","Gambier","Mangareva",1,60,22,"Scleractinian_encrusting",7.99
"538","GAMMAN1","Gambier","Mangareva",1,60,22,"Scleractinian_massive",24
"540","GAMMAN1","Gambier","Mangareva",1,60,23,"CCA",4
"541","GAMMAN1","Gambier","Mangareva",1,60,23,"Crustose algae",2.67
"543","GAMMAN1","Gambier","Mangareva",1,60,23,"Fleshy macroalgae",2.67
"545","GAMMAN1","Gambier","Mangareva",1,60,23,"Scleractinian_branching",2.67
"546","GAMMAN1","Gambier","Mangareva",1,60,23,"Scleractinian_massive",26.66
"548","GAMMAN1","Gambier","Mangareva",1,60,24,"CCA",4
"551","GAMMAN1","Gambier","Mangareva",1,60,24,"Scleractinian_encrusting",4
"552","GAMMAN1","Gambier","Mangareva",1,60,24,"Scleractinian_laminar",1.33
"553","GAMMAN1","Gambier","Mangareva",1,60,24,"Scleractinian_massive",37.33
"555","GAMMAN1","Gambier","Mangareva",1,60,25,"CCA",5.33
"558","GAMMAN1","Gambier","Mangareva",1,60,25,"Scleractinian_encrusting",4
"559","GAMMAN1","Gambier","Mangareva",1,60,25,"Scleractinian_massive",46.67
"561","GAMMAN1","Gambier","Mangareva",1,60,26,"CCA",2.67
"564","GAMMAN1","Gambier","Mangareva",1,60,26,"Scleractinian_branching",4
"565","GAMMAN1","Gambier","Mangareva",1,60,26,"Scleractinian_encrusting",1.33
"566","GAMMAN1","Gambier","Mangareva",1,60,26,"Scleractinian_massive",9.33
"569","GAMMAN1","Gambier","Mangareva",1,60,27,"Scleractinian_branching",10.67
"570","GAMMAN1","Gambier","Mangareva",1,60,27,"Scleractinian_massive",14.66
"572","GAMMAN1","Gambier","Mangareva",1,60,28,"CCA",5.33
"574","GAMMAN1","Gambier","Mangareva",1,60,28,"Fleshy macroalgae",1.33
"575","GAMMAN1","Gambier","Mangareva",1,60,28,"Scleractinian_branching",22.66
"576","GAMMAN1","Gambier","Mangareva",1,60,28,"Scleractinian_massive",4
"578","GAMMAN1","Gambier","Mangareva",1,60,29,"CCA",5.33
"581","GAMMAN1","Gambier","Mangareva",1,60,29,"Scleractinian_branching",2.67
"582","GAMMAN1","Gambier","Mangareva",1,60,29,"Scleractinian_massive",1.33
"585","GAMMAN1","Gambier","Mangareva",1,60,30,"Fleshy macroalgae",1.33
"586","GAMMAN1","Gambier","Mangareva",1,60,30,"Scleractinian_branching",30.67
"587","GAMMAN1","Gambier","Mangareva",1,60,30,"Scleractinian_massive",5.33
"590","GAMMAN1","Gambier","Mangareva",1,90,1,"Fleshy macroalgae",42.67
"592","GAMMAN1","Gambier","Mangareva",1,90,1,"Scleractinian_laminar",2.67
"594","GAMMAN1","Gambier","Mangareva",1,90,1,"Sponges",2.67
"596","GAMMAN1","Gambier","Mangareva",1,90,2,"Fleshy macroalgae",5.33
"597","GAMMAN1","Gambier","Mangareva",1,90,2,"Scleractinian_laminar",73.33
"600","GAMMAN1","Gambier","Mangareva",1,90,3,"Fleshy macroalgae",40
"602","GAMMAN1","Gambier","Mangareva",1,90,3,"Scleractinian_laminar",13.33
"603","GAMMAN1","Gambier","Mangareva",1,90,3,"Scleractinian_massive",1.33
"605","GAMMAN1","Gambier","Mangareva",1,90,4,"Fleshy macroalgae",34.67
"607","GAMMAN1","Gambier","Mangareva",1,90,5,"CCA",5.33
"609","GAMMAN1","Gambier","Mangareva",1,90,5,"Fleshy macroalgae",16
"610","GAMMAN1","Gambier","Mangareva",1,90,5,"Scleractinian_laminar",4
"612","GAMMAN1","Gambier","Mangareva",1,90,5,"Sponges",1.33
"613","GAMMAN1","Gambier","Mangareva",1,90,6,"CCA",1.33
"615","GAMMAN1","Gambier","Mangareva",1,90,6,"Fleshy macroalgae",14.67
"616","GAMMAN1","Gambier","Mangareva",1,90,6,"Scleractinian_massive",1.33
"618","GAMMAN1","Gambier","Mangareva",1,90,7,"CCA",1.33
"619","GAMMAN1","Gambier","Mangareva",1,90,7,"Crustose algae",1.33
"621","GAMMAN1","Gambier","Mangareva",1,90,7,"Fleshy macroalgae",24
"623","GAMMAN1","Gambier","Mangareva",1,90,7,"Scleractinian_laminar",10.66
"624","GAMMAN1","Gambier","Mangareva",1,90,7,"Scleractinian_massive",1.33
"627","GAMMAN1","Gambier","Mangareva",1,90,8,"Fleshy macroalgae",6.67
"630","GAMMAN1","Gambier","Mangareva",1,90,9,"Fleshy macroalgae",33.33
"632","GAMMAN1","Gambier","Mangareva",1,90,10,"CCA",1.33
"634","GAMMAN1","Gambier","Mangareva",1,90,10,"Fleshy macroalgae",4
"636","GAMMAN1","Gambier","Mangareva",1,90,10,"Scleractinian_encrusting",1.33
"637","GAMMAN1","Gambier","Mangareva",1,90,10,"Scleractinian_laminar",5.33
"638","GAMMAN1","Gambier","Mangareva",1,90,10,"Scleractinian_massive",2.67
"641","GAMMAN1","Gambier","Mangareva",1,90,11,"Fleshy macroalgae",46.67
"643","GAMMAN1","Gambier","Mangareva",1,90,11,"Scleractinian_encrusting",6.67
"644","GAMMAN1","Gambier","Mangareva",1,90,11,"Scleractinian_laminar",16
"646","GAMMAN1","Gambier","Mangareva",1,90,12,"CCA",1.33
"648","GAMMAN1","Gambier","Mangareva",1,90,12,"Fleshy macroalgae",25.33
"649","GAMMAN1","Gambier","Mangareva",1,90,12,"Scleractinian_laminar",6.67
"650","GAMMAN1","Gambier","Mangareva",1,90,12,"Scleractinian_massive",1.33
"652","GAMMAN1","Gambier","Mangareva",1,90,13,"CCA",1.33
"654","GAMMAN1","Gambier","Mangareva",1,90,13,"Fleshy macroalgae",8
"656","GAMMAN1","Gambier","Mangareva",1,90,13,"Scleractinian_laminar",2.67
"657","GAMMAN1","Gambier","Mangareva",1,90,13,"Scleractinian_massive",1.33
"660","GAMMAN1","Gambier","Mangareva",1,90,14,"Fleshy macroalgae",8
"661","GAMMAN1","Gambier","Mangareva",1,90,14,"Scleractinian_laminar",5.33
"663","GAMMAN1","Gambier","Mangareva",1,90,14,"Sponges",2.66
"665","GAMMAN1","Gambier","Mangareva",1,90,15,"Fleshy macroalgae",13.33
"666","GAMMAN1","Gambier","Mangareva",1,90,15,"Scleractinian_laminar",18.67
"669","GAMMAN1","Gambier","Mangareva",1,90,16,"Fleshy macroalgae",6.67
"671","GAMMAN1","Gambier","Mangareva",1,90,16,"Scleractinian_laminar",2.66
"672","GAMMAN1","Gambier","Mangareva",1,90,16,"Scleractinian_massive",1.33
"675","GAMMAN1","Gambier","Mangareva",1,90,17,"Fleshy macroalgae",10.67
"677","GAMMAN1","Gambier","Mangareva",1,90,17,"Scleractinian_laminar",4
"679","GAMMAN1","Gambier","Mangareva",1,90,17,"Sponges",1.33
"680","GAMMAN1","Gambier","Mangareva",1,90,18,"CCA",2.67
"682","GAMMAN1","Gambier","Mangareva",1,90,18,"Fleshy macroalgae",2.67
"684","GAMMAN1","Gambier","Mangareva",1,90,18,"Scleractinian_encrusting",1.33
"685","GAMMAN1","Gambier","Mangareva",1,90,18,"Scleractinian_laminar",18.67
"688","GAMMAN1","Gambier","Mangareva",1,90,19,"Fleshy macroalgae",4
"690","GAMMAN1","Gambier","Mangareva",1,90,19,"Scleractinian_laminar",21.33
"692","GAMMAN1","Gambier","Mangareva",1,90,20,"Crustose algae",1.33
"694","GAMMAN1","Gambier","Mangareva",1,90,20,"Fleshy macroalgae",2.67
"695","GAMMAN1","Gambier","Mangareva",1,90,20,"Scleractinian_encrusting",2.67
"696","GAMMAN1","Gambier","Mangareva",1,90,20,"Scleractinian_laminar",20
"697","GAMMAN1","Gambier","Mangareva",1,90,20,"Scleractinian_massive",1.33
"701","GAMMAN1","Gambier","Mangareva",1,90,21,"Scleractinian_encrusting",1.33
"702","GAMMAN1","Gambier","Mangareva",1,90,21,"Scleractinian_laminar",24
"705","GAMMAN1","Gambier","Mangareva",1,90,22,"Scleractinian_encrusting",1.33
"706","GAMMAN1","Gambier","Mangareva",1,90,22,"Scleractinian_laminar",2.67
"709","GAMMAN1","Gambier","Mangareva",1,90,23,"Scleractinian_laminar",6.67
"711","GAMMAN1","Gambier","Mangareva",1,90,24,"Fleshy macroalgae",1.33
"712","GAMMAN1","Gambier","Mangareva",1,90,24,"Scleractinian_encrusting",1.33
"713","GAMMAN1","Gambier","Mangareva",1,90,24,"Scleractinian_massive",2.67
"715","GAMMAN1","Gambier","Mangareva",1,90,25,"Crustose algae",4
"717","GAMMAN1","Gambier","Mangareva",1,90,25,"Scleractinian_encrusting",1.33
"718","GAMMAN1","Gambier","Mangareva",1,90,25,"Scleractinian_laminar",1.33
"721","GAMMAN1","Gambier","Mangareva",1,90,26,"Fleshy macroalgae",49.33
"722","GAMMAN1","Gambier","Mangareva",1,90,26,"Scleractinian_laminar",13.33
"725","GAMMAN1","Gambier","Mangareva",1,90,27,"Fleshy macroalgae",45.33
"726","GAMMAN1","Gambier","Mangareva",1,90,27,"Scleractinian_laminar",9.33
"727","GAMMAN1","Gambier","Mangareva",1,90,27,"Scleractinian_massive",2.67
"730","GAMMAN1","Gambier","Mangareva",1,90,28,"Fleshy macroalgae",33.33
"732","GAMMAN1","Gambier","Mangareva",1,90,28,"Scleractinian_laminar",4
"734","GAMMAN1","Gambier","Mangareva",1,90,28,"Sponges",1.33
"736","GAMMAN1","Gambier","Mangareva",1,90,29,"Fleshy macroalgae",61.33
"738","GAMMAN1","Gambier","Mangareva",1,90,29,"Scleractinian_encrusting",2.66
"739","GAMMAN1","Gambier","Mangareva",1,90,29,"Scleractinian_laminar",9.33
"741","GAMMAN1","Gambier","Mangareva",1,90,30,"Fleshy macroalgae",36
"742","GAMMAN1","Gambier","Mangareva",1,90,30,"Scleractinian_encrusting",6.67
"743","GAMMAN1","Gambier","Mangareva",1,90,30,"Scleractinian_laminar",6.67
"745","GAMMAN1","Gambier","Mangareva",1,120,1,"CCA",22.67
"747","GAMMAN1","Gambier","Mangareva",1,120,1,"Scleractinian_laminar",5.33
"749","GAMMAN1","Gambier","Mangareva",1,120,1,"Sponges",5.33
"750","GAMMAN1","Gambier","Mangareva",1,120,2,"CCA",10.67
"752","GAMMAN1","Gambier","Mangareva",1,120,2,"Fleshy macroalgae",2.67
"753","GAMMAN1","Gambier","Mangareva",1,120,2,"Scleractinian_laminar",25.33
"755","GAMMAN1","Gambier","Mangareva",1,120,2,"Sponges",1.33
"756","GAMMAN1","Gambier","Mangareva",1,120,3,"CCA",5.33
"758","GAMMAN1","Gambier","Mangareva",1,120,3,"Fleshy macroalgae",1.33
"759","GAMMAN1","Gambier","Mangareva",1,120,3,"Scleractinian_laminar",17.33
"761","GAMMAN1","Gambier","Mangareva",1,120,3,"Sponges",1.33
"762","GAMMAN1","Gambier","Mangareva",1,120,4,"Black_coral",1.33
"763","GAMMAN1","Gambier","Mangareva",1,120,4,"CCA",17.33
"764","GAMMAN1","Gambier","Mangareva",1,120,4,"Cnidaria (non Scleractinian)",1.33
"766","GAMMAN1","Gambier","Mangareva",1,120,4,"Fleshy macroalgae",1.33
"767","GAMMAN1","Gambier","Mangareva",1,120,4,"Scleractinian_laminar",5.33
"769","GAMMAN1","Gambier","Mangareva",1,120,4,"Sponges",2.67
"770","GAMMAN1","Gambier","Mangareva",1,120,5,"CCA",10.67
"772","GAMMAN1","Gambier","Mangareva",1,120,5,"Fleshy macroalgae",1.33
"773","GAMMAN1","Gambier","Mangareva",1,120,5,"Scleractinian_encrusting",9.33
"774","GAMMAN1","Gambier","Mangareva",1,120,5,"Scleractinian_laminar",5.33
"776","GAMMAN1","Gambier","Mangareva",1,120,5,"Sponges",4
"777","GAMMAN1","Gambier","Mangareva",1,120,6,"CCA",18.67
"778","GAMMAN1","Gambier","Mangareva",1,120,6,"Cnidaria (non Scleractinian)",1.33
"779","GAMMAN1","Gambier","Mangareva",1,120,6,"Crustose algae",2.67
"781","GAMMAN1","Gambier","Mangareva",1,120,6,"Scleractinian_laminar",8
"783","GAMMAN1","Gambier","Mangareva",1,120,6,"Sponges",1.33
"784","GAMMAN1","Gambier","Mangareva",1,120,7,"CCA",8
"785","GAMMAN1","Gambier","Mangareva",1,120,7,"Crustose algae",5.33
"787","GAMMAN1","Gambier","Mangareva",1,120,7,"Scleractinian_encrusting",2.66
"788","GAMMAN1","Gambier","Mangareva",1,120,7,"Scleractinian_laminar",19.99
"790","GAMMAN1","Gambier","Mangareva",1,120,7,"Sponges",5.33
"791","GAMMAN1","Gambier","Mangareva",1,120,8,"CCA",5.33
"792","GAMMAN1","Gambier","Mangareva",1,120,8,"Crustose algae",1.33
"794","GAMMAN1","Gambier","Mangareva",1,120,8,"Others",1.33
"795","GAMMAN1","Gambier","Mangareva",1,120,8,"Scleractinian_laminar",12
"797","GAMMAN1","Gambier","Mangareva",1,120,9,"CCA",6.67
"798","GAMMAN1","Gambier","Mangareva",1,120,9,"Cnidaria (non Scleractinian)",1.33
"800","GAMMAN1","Gambier","Mangareva",1,120,9,"Fleshy macroalgae",1.33
"801","GAMMAN1","Gambier","Mangareva",1,120,9,"Others",1.33
"802","GAMMAN1","Gambier","Mangareva",1,120,9,"Scleractinian_laminar",10.67
"804","GAMMAN1","Gambier","Mangareva",1,120,9,"Sponges",2.67
"805","GAMMAN1","Gambier","Mangareva",1,120,10,"CCA",2.67
"807","GAMMAN1","Gambier","Mangareva",1,120,10,"Fleshy macroalgae",1.33
"808","GAMMAN1","Gambier","Mangareva",1,120,10,"Scleractinian_laminar",30.66
"810","GAMMAN1","Gambier","Mangareva",1,120,10,"Sponges",2.67
"811","GAMMAN1","Gambier","Mangareva",1,120,11,"CCA",16
"813","GAMMAN1","Gambier","Mangareva",1,120,11,"Scleractinian_encrusting",1.33
"814","GAMMAN1","Gambier","Mangareva",1,120,11,"Scleractinian_laminar",12
"816","GAMMAN1","Gambier","Mangareva",1,120,11,"Sponges",9.33
"817","GAMMAN1","Gambier","Mangareva",1,120,12,"CCA",6.67
"818","GAMMAN1","Gambier","Mangareva",1,120,12,"Crustose algae",1.33
"820","GAMMAN1","Gambier","Mangareva",1,120,12,"Scleractinian_laminar",5.33
"822","GAMMAN1","Gambier","Mangareva",1,120,12,"Sponges",1.33
"823","GAMMAN1","Gambier","Mangareva",1,120,13,"Black_coral",2.67
"824","GAMMAN1","Gambier","Mangareva",1,120,13,"CCA",6.67
"825","GAMMAN1","Gambier","Mangareva",1,120,13,"Crustose algae",1.33
"827","GAMMAN1","Gambier","Mangareva",1,120,13,"Fleshy macroalgae",1.33
"828","GAMMAN1","Gambier","Mangareva",1,120,13,"Scleractinian_laminar",12
"830","GAMMAN1","Gambier","Mangareva",1,120,13,"Sponges",2.66
"831","GAMMAN1","Gambier","Mangareva",1,120,14,"CCA",6.67
"833","GAMMAN1","Gambier","Mangareva",1,120,14,"Fleshy macroalgae",9.33
"834","GAMMAN1","Gambier","Mangareva",1,120,14,"Others",1.33
"835","GAMMAN1","Gambier","Mangareva",1,120,14,"Scleractinian_encrusting",2.67
"836","GAMMAN1","Gambier","Mangareva",1,120,14,"Scleractinian_laminar",22.66
"838","GAMMAN1","Gambier","Mangareva",1,120,15,"CCA",8
"839","GAMMAN1","Gambier","Mangareva",1,120,15,"Crustose algae",1.33
"841","GAMMAN1","Gambier","Mangareva",1,120,15,"Others",1.33
"842","GAMMAN1","Gambier","Mangareva",1,120,15,"Scleractinian_laminar",1.33
"844","GAMMAN1","Gambier","Mangareva",1,120,15,"Sponges",6.66
"845","GAMMAN1","Gambier","Mangareva",1,120,16,"CCA",10.67
"846","GAMMAN1","Gambier","Mangareva",1,120,16,"Crustose algae",4
"848","GAMMAN1","Gambier","Mangareva",1,120,16,"Others",2.67
"849","GAMMAN1","Gambier","Mangareva",1,120,16,"Scleractinian_laminar",14.66
"851","GAMMAN1","Gambier","Mangareva",1,120,16,"Sponges",2.67
"852","GAMMAN1","Gambier","Mangareva",1,120,17,"CCA",5.33
"853","GAMMAN1","Gambier","Mangareva",1,120,17,"Cnidaria (non Scleractinian)",2.67
"855","GAMMAN1","Gambier","Mangareva",1,120,17,"Others",2.67
"856","GAMMAN1","Gambier","Mangareva",1,120,17,"Scleractinian_laminar",12
"858","GAMMAN1","Gambier","Mangareva",1,120,18,"CCA",5.33
"860","GAMMAN1","Gambier","Mangareva",1,120,18,"Scleractinian_encrusting",2.66
"861","GAMMAN1","Gambier","Mangareva",1,120,18,"Scleractinian_laminar",12
"863","GAMMAN1","Gambier","Mangareva",1,120,18,"Sponges",6.67
"864","GAMMAN1","Gambier","Mangareva",1,120,19,"CCA",12
"865","GAMMAN1","Gambier","Mangareva",1,120,19,"Cnidaria (non Scleractinian)",1.33
"866","GAMMAN1","Gambier","Mangareva",1,120,19,"Crustose algae",1.33
"868","GAMMAN1","Gambier","Mangareva",1,120,19,"Fleshy macroalgae",1.33
"869","GAMMAN1","Gambier","Mangareva",1,120,19,"Scleractinian_laminar",18.66
"871","GAMMAN1","Gambier","Mangareva",1,120,19,"Sponges",2.67
"873","GAMMAN1","Gambier","Mangareva",1,120,20,"Fleshy macroalgae",1.33
"874","GAMMAN1","Gambier","Mangareva",1,120,20,"Scleractinian_laminar",2.67
"876","GAMMAN1","Gambier","Mangareva",1,120,20,"Sponges",2.67
"877","GAMMAN1","Gambier","Mangareva",1,120,21,"CCA",9.33
"879","GAMMAN1","Gambier","Mangareva",1,120,21,"Fleshy macroalgae",1.33
"880","GAMMAN1","Gambier","Mangareva",1,120,21,"Scleractinian_encrusting",1.33
"881","GAMMAN1","Gambier","Mangareva",1,120,21,"Scleractinian_laminar",6.67
"883","GAMMAN1","Gambier","Mangareva",1,120,21,"Sponges",8
"884","GAMMAN1","Gambier","Mangareva",1,120,22,"CCA",6.67
"886","GAMMAN1","Gambier","Mangareva",1,120,22,"Scleractinian_laminar",37.33
"888","GAMMAN1","Gambier","Mangareva",1,120,22,"Sponges",2.67
"889","GAMMAN1","Gambier","Mangareva",1,120,23,"CCA",8
"890","GAMMAN1","Gambier","Mangareva",1,120,23,"Crustose algae",2.67
"892","GAMMAN1","Gambier","Mangareva",1,120,23,"Fleshy macroalgae",1.33
"893","GAMMAN1","Gambier","Mangareva",1,120,23,"Gorgonia",1.33
"894","GAMMAN1","Gambier","Mangareva",1,120,23,"Scleractinian_encrusting",1.33
"895","GAMMAN1","Gambier","Mangareva",1,120,23,"Scleractinian_laminar",18.66
"897","GAMMAN1","Gambier","Mangareva",1,120,23,"Sponges",8
"898","GAMMAN1","Gambier","Mangareva",1,120,24,"CCA",8
"900","GAMMAN1","Gambier","Mangareva",1,120,24,"Fleshy macroalgae",1.33
"901","GAMMAN1","Gambier","Mangareva",1,120,24,"Others",2.67
"902","GAMMAN1","Gambier","Mangareva",1,120,24,"Scleractinian_laminar",16
"904","GAMMAN1","Gambier","Mangareva",1,120,24,"Sponges",4
"905","GAMMAN1","Gambier","Mangareva",1,120,25,"CCA",5.33
"907","GAMMAN1","Gambier","Mangareva",1,120,25,"Scleractinian_laminar",22.67
"909","GAMMAN1","Gambier","Mangareva",1,120,25,"Sponges",9.33
"910","GAMMAN1","Gambier","Mangareva",1,120,26,"CCA",8
"912","GAMMAN1","Gambier","Mangareva",1,120,26,"Scleractinian_laminar",29.33
"914","GAMMAN1","Gambier","Mangareva",1,120,26,"Sponges",4
"915","GAMMAN1","Gambier","Mangareva",1,120,27,"CCA",16
"917","GAMMAN1","Gambier","Mangareva",1,120,27,"Scleractinian_laminar",32
"919","GAMMAN1","Gambier","Mangareva",1,120,27,"Sponges",10.67
"920","GAMMAN1","Gambier","Mangareva",1,120,28,"CCA",12
"922","GAMMAN1","Gambier","Mangareva",1,120,28,"Scleractinian_laminar",25.33
"924","GAMMAN1","Gambier","Mangareva",1,120,28,"Sponges",6.67
"925","GAMMAN1","Gambier","Mangareva",1,120,29,"CCA",14.67
"927","GAMMAN1","Gambier","Mangareva",1,120,29,"Fleshy macroalgae",2.67
"928","GAMMAN1","Gambier","Mangareva",1,120,29,"Others",2.67
"929","GAMMAN1","Gambier","Mangareva",1,120,29,"Scleractinian_laminar",8
"931","GAMMAN1","Gambier","Mangareva",1,120,29,"Sponges",1.33
"932","GAMMAN1","Gambier","Mangareva",1,120,30,"CCA",21.33
"934","GAMMAN1","Gambier","Mangareva",1,120,30,"Others",1.33
"935","GAMMAN1","Gambier","Mangareva",1,120,30,"Scleractinian_laminar",8
"937","GAMMAN1","Gambier","Mangareva",1,120,30,"Sponges",4
"938","GAMMAN2","Gambier","Mangareva",2,6,1,"CCA",13.33
"940","GAMMAN2","Gambier","Mangareva",2,6,1,"Halimeda",2.67
"941","GAMMAN2","Gambier","Mangareva",2,6,1,"Scleractinian_branching",38.66
"942","GAMMAN2","Gambier","Mangareva",2,6,1,"Scleractinian_encrusting",2.67
"943","GAMMAN2","Gambier","Mangareva",2,6,2,"CCA",20
"945","GAMMAN2","Gambier","Mangareva",2,6,2,"Scleractinian_branching",29.33
"946","GAMMAN2","Gambier","Mangareva",2,6,2,"Scleractinian_encrusting",2.67
"947","GAMMAN2","Gambier","Mangareva",2,6,3,"CCA",29.33
"949","GAMMAN2","Gambier","Mangareva",2,6,3,"Scleractinian_branching",21.33
"950","GAMMAN2","Gambier","Mangareva",2,6,3,"Scleractinian_encrusting",2.66
"951","GAMMAN2","Gambier","Mangareva",2,6,3,"Scleractinian_massive",1.33
"952","GAMMAN2","Gambier","Mangareva",2,6,4,"CCA",17.33
"954","GAMMAN2","Gambier","Mangareva",2,6,4,"Scleractinian_branching",36
"955","GAMMAN2","Gambier","Mangareva",2,6,4,"Scleractinian_encrusting",1.33
"956","GAMMAN2","Gambier","Mangareva",2,6,4,"Scleractinian_massive",4
"957","GAMMAN2","Gambier","Mangareva",2,6,5,"CCA",9.33
"959","GAMMAN2","Gambier","Mangareva",2,6,5,"Scleractinian_branching",26.66
"960","GAMMAN2","Gambier","Mangareva",2,6,5,"Scleractinian_encrusting",4
"961","GAMMAN2","Gambier","Mangareva",2,6,5,"Scleractinian_massive",2.67
"962","GAMMAN2","Gambier","Mangareva",2,6,6,"CCA",12
"964","GAMMAN2","Gambier","Mangareva",2,6,6,"Scleractinian_branching",29.33
"965","GAMMAN2","Gambier","Mangareva",2,6,6,"Scleractinian_encrusting",4
"966","GAMMAN2","Gambier","Mangareva",2,6,6,"Scleractinian_massive",2.67
"967","GAMMAN2","Gambier","Mangareva",2,6,7,"CCA",1.33
"969","GAMMAN2","Gambier","Mangareva",2,6,7,"Scleractinian_branching",24
"970","GAMMAN2","Gambier","Mangareva",2,6,7,"Scleractinian_encrusting",4
"971","GAMMAN2","Gambier","Mangareva",2,6,7,"Scleractinian_massive",17.33
"972","GAMMAN2","Gambier","Mangareva",2,6,8,"CCA",10.67
"974","GAMMAN2","Gambier","Mangareva",2,6,8,"Scleractinian_branching",22.67
"975","GAMMAN2","Gambier","Mangareva",2,6,8,"Scleractinian_encrusting",4
"976","GAMMAN2","Gambier","Mangareva",2,6,8,"Scleractinian_massive",10.67
"977","GAMMAN2","Gambier","Mangareva",2,6,9,"CCA",8
"979","GAMMAN2","Gambier","Mangareva",2,6,9,"Scleractinian_branching",36
"980","GAMMAN2","Gambier","Mangareva",2,6,9,"Scleractinian_encrusting",5.33
"981","GAMMAN2","Gambier","Mangareva",2,6,9,"Scleractinian_massive",8
"982","GAMMAN2","Gambier","Mangareva",2,6,10,"CCA",25.33
"984","GAMMAN2","Gambier","Mangareva",2,6,10,"Scleractinian_branching",18.67
"985","GAMMAN2","Gambier","Mangareva",2,6,10,"Scleractinian_encrusting",2.67
"986","GAMMAN2","Gambier","Mangareva",2,6,10,"Scleractinian_massive",4
"987","GAMMAN2","Gambier","Mangareva",2,6,11,"CCA",36
"989","GAMMAN2","Gambier","Mangareva",2,6,11,"Others",1.33
"990","GAMMAN2","Gambier","Mangareva",2,6,11,"Scleractinian_branching",21.33
"991","GAMMAN2","Gambier","Mangareva",2,6,11,"Scleractinian_massive",2.66
"992","GAMMAN2","Gambier","Mangareva",2,6,12,"CCA",6.67
"994","GAMMAN2","Gambier","Mangareva",2,6,12,"Scleractinian_branching",49.33
