"","Depth","Latitude","Longitude","Fixed substrate","Sediment substrate","Rubble","Light_Log","Light_Rel_Ind","Temp_Hoboo","Temp_Variability","SST_Satellite_mean","Temp_Rel_Ind","Geomorphology","Coast_Orientation","Bathymetry_slope","Major_biotic_or_abiotic_features","Dominant.Substrate","Dominant.benthic.non_coral","Generic_richness","Years_Since_Last_bleaching","DHW_Last_Bleaching_year","Bleaching_events_since_2015","Sum_DHWs_since_2015"
"6_TUARAN2_3","6","-14.9976","-147.5843","25.33","28","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_4","6","-14.9976","-147.5843","29.33","29.33","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_5","6","-14.9976","-147.5843","14.67","48","17.33","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_6","6","-14.9976","-147.5843","38.67","46.67","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_7","6","-14.9976","-147.5843","10.67","68","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_8","6","-14.9976","-147.5843","6.67","66.67","9.33","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_9","6","-14.9976","-147.5843","1.33","40","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_10","6","-14.9976","-147.5843","25.33","34.67","14.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_11","6","-14.9976","-147.5843","14.67","42.67","6.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_12","6","-14.9976","-147.5843","12","24","14.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_13","6","-14.9976","-147.5843","40","22.67","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_14","6","-14.9976","-147.5843","25.33","40","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_15","6","-14.9976","-147.5843","30.67","49.33","6.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_16","6","-14.9976","-147.5843","17.33","69.33","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_17","6","-14.9976","-147.5843","17.33","65.33","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_18","6","-14.9976","-147.5843","12","69.33","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_19","6","-14.9976","-147.5843","16","65.33","5.33","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_20","6","-14.9976","-147.5843","8","69.33","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_21","6","-14.9976","-147.5843","8","60","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_22","6","-14.9976","-147.5843","22.67","57.33","2.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_23","6","-14.9976","-147.5843","37.33","12","2.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_24","6","-14.9976","-147.5843","10.67","50.67","4","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_25","6","-14.9976","-147.5843","10.67","37.33","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_26","6","-14.9976","-147.5843","18.67","26.67","14.67","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_27","6","-14.9976","-147.5843","21.33","46.67","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_28","6","-14.9976","-147.5843","24","40","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_29","6","-14.9976","-147.5843","16","32","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"6_TUARAN2_30","6","-14.9976","-147.5843","24","40","0","489.585895","100","28.74342","1.094","28.13043","28.13043","Atoll","North-east","Steep","Corals and CCA","Fixed substrate","CCA","11","3","5.4","1"," 5.4"
"20_TUARAN2_1","20","-14.9976","-147.5843","12","34.67","13.33","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_2","20","-14.9976","-147.5843","10.67","44","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_3","20","-14.9976","-147.5843","9.33","57.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_4","20","-14.9976","-147.5843","5.33","62.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_5","20","-14.9976","-147.5843","46.67","0","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_6","20","-14.9976","-147.5843","34.67","8","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_7","20","-14.9976","-147.5843","10.67","86.66","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_8","20","-14.9976","-147.5843","0","81.34","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_9","20","-14.9976","-147.5843","0","98.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_10","20","-14.9976","-147.5843","6.67","86.66","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_11","20","-14.9976","-147.5843","24","57.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_12","20","-14.9976","-147.5843","9.33","53.33","2.67","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_13","20","-14.9976","-147.5843","8","77.33","2.67","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_14","20","-14.9976","-147.5843","12","66.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_15","20","-14.9976","-147.5843","21.33","48","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_16","20","-14.9976","-147.5843","20","65.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_17","20","-14.9976","-147.5843","16","72","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_18","20","-14.9976","-147.5843","20","57.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_19","20","-14.9976","-147.5843","10.67","72","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_20","20","-14.9976","-147.5843","18.67","52","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_21","20","-14.9976","-147.5843","8","69.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_22","20","-14.9976","-147.5843","8","53.33","5.33","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_23","20","-14.9976","-147.5843","1.33","62.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_24","20","-14.9976","-147.5843","10.67","58.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_25","20","-14.9976","-147.5843","13.33","58.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_26","20","-14.9976","-147.5843","17.33","52","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_27","20","-14.9976","-147.5843","5.33","69.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_28","20","-14.9976","-147.5843","10.67","58.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_29","20","-14.9976","-147.5843","13.33","46.67","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"20_TUARAN2_30","20","-14.9976","-147.5843","9.33","45.33","0","274.304819","58.6381988","28.75536","0.87","28.13043","28.12762","Atoll","North-east","Moderate","Porites and CCA","Fixed substrate","CCA","19","3","5.4","1"," 5.4"
"40_TUARAN2_1","40","-14.9976","-147.5843","24","0","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_2","40","-14.9976","-147.5843","41.33","0","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_3","40","-14.9976","-147.5843","26.66","6.67","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_4","40","-14.9976","-147.5843","45.33","25.33","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_5","40","-14.9976","-147.5843","45.33","34.67","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_6","40","-14.9976","-147.5843","38.67","36","6.67","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_7","40","-14.9976","-147.5843","58.67","20","2.67","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_8","40","-14.9976","-147.5843","16","40","12","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_9","40","-14.9976","-147.5843","6.67","78.67","4","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_10","40","-14.9976","-147.5843","0","85.33","13.33","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_11","40","-14.9976","-147.5843","0","88","10.67","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_12","40","-14.9976","-147.5843","10.67","8","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_13","40","-14.9976","-147.5843","2.67","52","37.33","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_14","40","-14.9976","-147.5843","0","9.33","69.33","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_15","40","-14.9976","-147.5843","17.33","62.67","5.33","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_16","40","-14.9976","-147.5843","17.33","52","9.33","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_17","40","-14.9976","-147.5843","21.34","30.67","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_18","40","-14.9976","-147.5843","37.34","5.33","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_19","40","-14.9976","-147.5843","30.67","12","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_20","40","-14.9976","-147.5843","9.33","16","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_21","40","-14.9976","-147.5843","20","9.33","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_22","40","-14.9976","-147.5843","29.33","8","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_23","40","-14.9976","-147.5843","29.33","4","0","113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_24","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_25","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_26","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_27","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_28","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_29","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"40_TUARAN2_30","40","-14.9976","-147.5843",NA,NA,NA,"113.437108","22.3778746","28.57773","1.953","28.13043","28.04604","Atoll","North-east","Moderate","Pachyseris, sediment, macroalgae","Sediment substrate","Macroalgae","23","3","5.4","1"," 5.4"
"60_TUARAN2_1","60","-14.9976","-147.5843","0","85.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_2","60","-14.9976","-147.5843","9.33","48","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_3","60","-14.9976","-147.5843","45.33","16","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_4","60","-14.9976","-147.5843","74.67","5.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_5","60","-14.9976","-147.5843","8","77.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_6","60","-14.9976","-147.5843","45.33","6.67","9.33","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_7","60","-14.9976","-147.5843","37.33","10.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_8","60","-14.9976","-147.5843","22.67","48","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_9","60","-14.9976","-147.5843","22.67","44","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_10","60","-14.9976","-147.5843","16","42.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_11","60","-14.9976","-147.5843","0","90.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_12","60","-14.9976","-147.5843","18.67","57.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_13","60","-14.9976","-147.5843","0","92","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_14","60","-14.9976","-147.5843","6.67","70.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_15","60","-14.9976","-147.5843","4","88","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_16","60","-14.9976","-147.5843","14.67","74.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_17","60","-14.9976","-147.5843","9.33","73.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_18","60","-14.9976","-147.5843","9.33","69.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_19","60","-14.9976","-147.5843","22.67","10.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_20","60","-14.9976","-147.5843","25.33","32","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_21","60","-14.9976","-147.5843","26.67","37.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_22","60","-14.9976","-147.5843","24","40","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_23","60","-14.9976","-147.5843","20","68","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_24","60","-14.9976","-147.5843","9.33","62.67","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_25","60","-14.9976","-147.5843","14.67","57.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_26","60","-14.9976","-147.5843","16","41.33","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
"60_TUARAN2_27","60","-14.9976","-147.5843","16","40","0","59.132289","11.74027","27.98414","2.196","28.13043","27.96165","Atoll","North-east","Moderate","Pachyseris and sponges","Sediment substrate","Macroalgae","20","3","5.4","1"," 5.4"
